id,name,名称,iata_code 
2475,Norwich Airport,诺里奇,NWI
2476,London Stansted Airport,伦敦斯坦斯特德,STN
29196,Wycombe Air Park,威科姆空中公园,HYC
2481,Exeter International Airport,埃克塞特,EXT
2483,Oxford (Kidlington) Airport,牛津（基德灵顿）,OXF
29200,Rochester Airport,罗切斯特,RCS
2486,RAF Benson,英国皇家空军本森,BEX
2487,RAF Lakenheath,皇家空军莱肯希思基地,LKZ
2488,RAF Mildenhall,米登霍尔皇家空军基地,MHZ
2491,RAF Wyton,英国皇家空军威顿,QUY
2492,RAF Fairford,费尔福德空军基地,FFD
2493,RAF Brize Norton,英国皇家空军布里兹·诺顿,BZZ
2494,RAF Odiham,英国皇家空军奥迪汉姆,ODH
2496,RAF Northolt,英国皇家空军诺索尔特,NHT
2497,RAF Coningsby,英国皇家空军康宁斯比,QCY
2501,RAF Honington,英国皇家空军霍宁顿,BEQ
2503,RAF Scampton,英国皇家空军斯坎普顿,SQZ
2506,RAF Waddington,英国皇家空军沃丁顿,WTN
2511,RAF Marham,马勒姆空军基地,KNF
2512,Mount Pleasant Airport,芒特普莱森特,MPN
2513,Amsterdam Airport Schiphol,阿姆斯特丹史基浦,AMS
2515,Maastricht Aachen Airport,马斯特里赫特亚琛,MST
2518,Eindhoven Airport,埃因霍温,EIN
2519,Eelde Airport,埃尔德,GRQ
2520,Gilze Rijen Air Base,Gilze Rijen空军基地,GLZ
2521,De Kooy Airfield / Den Helder Naval Air Station,德库伊/登赫尔德海军航空站,DHR
2522,Lelystad Airport,莱利斯塔德,LEY
2523,Leeuwarden Air Base,列瓦登空军基地,LWR
2524,Rotterdam The Hague Airport,鹿特丹海牙,RTM
2526,Twente Airport,特温特,ENS
347108,Ezhou Huahu Airport,鄂州花湖,EHU
2528,Volkel Air Base,沃尔克尔空军基地,UDE
2529,Woensdrecht Air Base,沃恩斯德雷赫特空军基地,WOE
29214,Bantry Aerodrome,班特里,BYT
29216,Belmullet Aerodrome,贝尔穆勒,BLY
27309,Connemara Regional Airport,康尼马拉地区,NNR
2530,Cork Airport,科克,ORK
2531,Galway Airport,戈尔韦,GWY
2532,Donegal Airport,多尼戈尔,CFN
2533,Dublin Airport,都柏林,DUB
29221,Inishmore Aerodrome,伊尼什莫尔,IOR
29222,Inisheer Aerodrome,伊尼舍,INQ
29224,Kilkenny Airport,基尔肯尼,KKY
2534,Ireland West Knock Airport,爱尔兰西诺克,NOC
2535,Kerry Airport,凯里郡,KIR
29225,Letterkenny Airfield,莱特肯尼,LTR
29226,Inishmaan Aerodrome,伊尼什曼,IIA
2537,Shannon Airport,香农,SNN
2538,Sligo Airport,斯莱戈,SXL
2539,Waterford Airport,沃特福德,WAT
314559,Ejin Banner Taolai Airport,额济纳旗陶莱,EJN
317874,Enejit Airport,埃涅吉特,EJT
2540,Aarhus Airport,奥胡斯,AAR
2541,Billund Airport,比隆德,BLL
2542,Copenhagen Kastrup Airport,哥本哈根卡斯特鲁普,CPH
2543,Esbjerg Airport,埃斯比约格,EBJ
2546,Karup Airport,凯隆堡,KRP
2547,L忙s酶 Airport,L忙s酶 ,BYR
2548,Lolland Falster Maribo Airport,洛兰-法尔斯特-马里博,MRW
2549,Odense Airport,欧登塞,ODE
2551,Copenhagen Roskilde Airport,哥本哈根罗斯基勒,RKE
2552,Bornholm Airport,博恩霍尔姆,RNN
2553,S酶nderborg Airport,S酶安德堡,SGD
2554,Sindal Airport,信德省,CNL
2555,Skrydstrup Air Base,斯克里斯特鲁普空军基地,SKS
2556,Skive Airport,斯基沃,SQW
2557,Thisted Airport,Thisted,TED
2559,V谩gar Airport,五、谩加尔,FAE
2561,Stauning Airport,斯陶宁,STA
2562,Aalborg Airport,奥尔堡,AAL
2563,Luxembourg-Findel International Airport,卢森堡,LUX
333066,El Mirador Heliport,El Mirador直升,EMR
2564,"脜lesund Airport, Vigra",脜维格拉莱松德,AES
2565,"And酶ya Airport, Andenes",和酶亚，Andenes,ANX
2566,Alta Airport,阿尔塔,ALF
29254,"F酶rde Airport, Bringeland",F酶布林盖兰德,FDE
2568,"Br酶nn酶ysund Airport, Br酶nn酶y",溴酶神经网络酶Br ysund酶神经网络酶y,BNN
2569,Bod酶 Airport,博德酶 ,BOO
2570,"Bergen Airport, Flesland",弗莱斯兰卑尔根,BGO
2571,B氓tsfjord Airport,B氓茨峡湾,BJF
29255,Berlev氓g Airport,别列夫氓g,BVG
2572,"Kristiansand Airport, Kjevik",克耶维克克里斯蒂安桑,KRS
2574,Bardufoss Airport,巴杜福斯,BDU
2575,"Harstad/Narvik Airport, Evenes",哈尔斯塔德/纳尔维克，埃文斯,EVE
2576,"Fagernes Airport, Leirin",法格内斯，莱因,VDB
2577,Flor酶 Airport,弗洛尔酶 ,FRO
2578,Oslo Airport Gardermoen,奥斯陆,OSL
29260,"Hamar Lufthavn, Stavsberg",Hamar Lufthavn，斯塔夫斯贝格,HMR
2579,"Haugesund Airport, Karm酶y",卡尔姆豪格松德酶y,HAU
28115,Hammerfest Airport,哈默费斯特,HFT
2580,Hasvik Airport,哈斯维克,HAA
29261,"Honningsv氓g Airport, Valan",Honningsv公司氓g瓦兰,HVG
2581,"Kristiansund Airport, Kvernberget",克文贝吉克里斯蒂安松德,KSU
30032,Gol Airport,戈尔,GLL
2583,"Kirkenes Airport, H酶ybuktmoen",柯克内斯，H酶伊巴克特蒙,KKN
29264,Leknes Airport,勒克内斯,LKN
29265,Mehamn Airport,梅哈姆,MEH
2585,"Molde Airport, 脜r酶",莫尔德，脜r酶,MOL
2586,"Mosj酶en Airport, Kj忙rstad",莫斯科酶恩，Kj忙rstad公司,MJF
2587,"Lakselv Airport, Banak",巴纳克Lakselv,LKL
29267,Namsos Airport,南索斯,OSY
2588,Notodden Airport,诺托登,NTB
2589,脴rland Airport,脴罗兰,OLA
28114,"脴rsta-Volda Airport, Hovden",脴霍夫登rsta沃尔达,HOV
29277,"Mo i Rana Airport, R酶ssvoll",莫伊拉纳，R酶ssvoll公司,MQN
29278,"R酶rvik Airport, Ryum",R酶瑞姆的瑞维克,RVK
2591,R酶ros Airport,R酶罗斯,RRS
29279,R酶st Airport,R酶st,RET
2592,"Moss Airport, Rygge",瑞格莫斯,RYG
2593,"Svalbard Airport, Longyear",斯瓦尔巴，朗伊尔,LYR
29280,"Sandane Airport, Anda",安达桑丹,SDN
28116,"Sogndal Airport, Hauk氓sen",豪克索恩达尔氓传感器,SOG
29281,"Svolv忙r Airport, Helle",斯沃洛夫忙r，海勒,SVJ
29282,"Stokmarknes Airport, Skagen",斯卡根斯托克马克内斯,SKN
2594,Skien Airport,希恩,SKE
2595,"Stord Airport, S酶rstokken",斯托德，S酶斯托克肯,SRP
2596,S酶rkjosen Airport,S酶rkjosen,SOJ
2597,"Vard酶 Airport, Svartnes",瓦尔德酶 Svartnes,VAW
2598,"Sandnessj酶en Airport, Stokka",桑内斯j酶斯托卡,SSJ
2599,"Troms酶 Airport, Langnes",Troms公司酶 兰内斯,TOS
2600,"Sandefjord Airport, Torp",托尔普Sandefjord,TRF
2601,"Trondheim Airport, V忙rnes",特隆赫姆，V忙rnes公司,TRD
29284,Vads酶 Airport,真空度酶 ,VDS
336112,Yan'an Nanniwan Airport,延安南泥湾,ENY
2602,"Stavanger Airport, Sola",索拉斯塔万格,SVG
2604,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz Ignacy Jan Paderewski,BZG
2606,Cz臋stochowa-Rudniki,捷克臋斯托乔瓦·鲁德尼基,CZW
2608,Gda艅sk Lech Wa艂臋sa Airport,Gda公司艅sk勒克-瓦艂臋sa,GDN
2609,Krak贸w John Paul II International Airport,克拉克贸w约翰·保罗二世,KRK
2613,Katowice International Airport,卡托维兹,KTW
309484,Lublin Airport,卢布林,LUZ
2616,艁贸d藕 W艂adys艂aw Reymont Airport,艁贸d藕 W艂adys公司艂aw雷蒙特,LCJ
2622,Modlin Airport,莫德林,WMI
2625,Pozna艅-艁awica Airport,波兹南艅-艁阿维卡,POZ
2628,Radom Airport,拉多姆,RDO
2629,Rzesz贸w-Jasionka Airport,Rzesz公司贸w-Jasionka,RZE
2630,Szczecin-Goleni贸w "Solidarno艣膰" Airport,什切青-戈莱尼贸w“Solidarno公司艣膰“,SZZ
2635,Olsztyn-Mazury Airport,奥尔斯廷·马祖里,SZY
2637,Warsaw Chopin Airport,肖邦,WAW
2638,Copernicus Wroc艂aw Airport,哥白尼著作艂aw,WRO
2639,Zielona G贸ra-Babimost Airport,齐埃纳G贸拉巴比莫斯特,IEG
302496,Erdenet Airport,额尔德内,ERT
2646,Ronneby Airport,罗尼比,RNB
2648,Gothenburg-Landvetter Airport,哥德堡-兰德维特,GOT
2649,J枚nk枚ping Airport,J枚国家银行枚坪,JKG
2651,Lidk枚ping-Hovby Airport,利德克枚平和比,LDK
2652,Gothenburg City Airport,哥德堡城市,GSE
2653,Sk枚vde Airport,Sk公司枚vde,KVB
2654,Trollh盲ttan-V盲nersborg Airport,Trollh公司盲坦-V盲内尔斯堡,THN
2658,Karlskoga Airport,卡尔斯科加,KSK
2659,Mora Airport,莫拉,MXX
2660,Stockholm Skavsta Airport,瑞典斯德哥尔摩斯卡夫斯塔,NYO
316498,Scandinavian Mountains Airport,斯堪的纳维亚山脉,SCR
2664,Kristianstad Airport,克里斯蒂安斯塔德,KID
2666,Oskarshamn Airport,奥斯卡蒙,OSK
2668,Kalmar Airport,卡尔马,KLR
2669,Malm枚 Sturup Airport,马尔姆枚 斯特鲁普,MMX
2670,Halmstad Airport,哈尔姆斯塔德,HAD
2672,V盲xj枚 Kronoberg Airport,五、盲×j枚 克罗诺伯格,VXO
2675,Sveg Airport,斯维格,EVG
2676,G盲llivare Airport,G盲利瓦尔,GEV
2679,Kramfors-Sollefte氓 H枚ga Kusten Airport,Kramfors Sollefte公司氓 H枚加库斯滕,KRF
2680,Lycksele Airport,莱克塞尔,LYC
2682,Sundsvall-H盲rn枚sand Airport,Sundsvan-H公司盲rn公司枚沙,SDL
2683,脰rnsk枚ldsvik Airport,脰国家安全局枚ldsvik,OER
2685,Kiruna Airport,基鲁纳,KRN
2687,Skellefte氓 Airport,谢莱夫特奥氓 ,SFT
2689,Ume氓 Airport,嗯氓 ,UME
2690,Vilhelmina South Lapland Airport,维拉米纳南拉普兰,VHM
2691,Arvidsjaur Airport,阿维兹焦尔,AJR
2692,S枚derhamn Airport,S枚德哈蒙,SOO
29358,脜re 脰stersund Airport,脜重新脰斯特松德,OSD
2693,脰rebro Airport,脰雷布罗,ORB
2694,Hagfors Airport,哈格福斯,HFS
2695,Karlstad Airport,卡尔斯塔德,KSD
2696,Stockholm V盲ster氓s Airport,斯德哥尔摩V盲斯特氓s,VST
2697,Lule氓 Airport,卢莱氓 ,LLA
2701,Stockholm-Arlanda Airport,斯德哥尔摩阿兰达,ARN
2702,Stockholm-Bromma Airport,斯德哥尔摩布罗马,BMA
2703,Dala Airport,达拉,BLE
2704,Hultsfred Airport,Hultsfred,HLF
2705,G盲vle Sandviken Airport,G盲vle山特维肯,GVX
2706,Link枚ping City Airport,链接枚平城,LPI
2707,Norrk枚ping Airport,挪威枚坪,NRK
2708,Torsby Airport,托尔斯比,TYF
2709,Eskilstuna Airport,埃斯基尔斯图纳,EKT
2710,Visby Airport,维斯比,VBY
29369,V盲stervik Airport,五、盲斯特维克,VVK
2711,脛ngelholm-Helsingborg Airport,脛赫尔辛堡,AGH
2713,Storuman Airport,斯托鲁曼,SQO
29375,Idre Airport,伊德雷,IDB
2715,Pajala Airport,帕贾拉,PJA
2716,Hemavan Airport,赫马万,HMV
507651,Kombolcha Airport,孔波查,DSE
31534,Geladi Airport,盖拉迪,GLC
32294,Shire Inda Selassie Airport,夏尔因达塞拉西,SHC
2717,Spangdahlem Air Base,Spangdalem空军基地,SPM
2718,Ramstein Air Base,拉姆斯坦空军基地,RMS
2724,Fritzlar Army Airfield,弗里茨拉陆军,FRZ
29972,Illesheim Army Heliport,伊勒谢姆陆军直升,ILH
2733,Flugplatz Kitzingen,Flugplatz Kitzingen公司,KZG
2734,Nordholz Naval Airbase,诺德霍尔茨海军空军基地,FCN
2736,Geilenkirchen Air Base,盖伦基兴空军基地,GKE
2739,Rostock-Laage Airport,罗斯托克拉奇,RLG
2741,Schleswig Air Base,石勒苏益格空军基地,WBG
2747,Wiesbaden Army Airfield,威斯巴登陆军,WIE
2753,Ingolstadt Manching Airport,因戈尔施塔特-曼钦,IGS
44006,Daugavpils International Airport,道加夫皮尔斯,DGP
2757,Liep膩ja International Airport,留置权膩贾,LPX
2758,Riga International Airport,里加,RIX
2759,Ventspils International Airport,文茨皮尔斯,VNT
17184,Excursion Inlet Seaplane Base,游览入口海平面基地,EXI
2760,Kaunas International Airport,考纳斯,KUN
2762,Palanga International Airport,巴兰加,PLQ
2763,Panev臈啪ys Air Base,帕涅夫臈啪ys空军基地,PNV
2764,艩iauliai International Airport,艩廖莱,SQQ
2766,Vilnius International Airport,维尔纽斯,VNO
17188,Ranger Municipal Airport,Ranger市政,RGR
2767,Alexander Bay Airport,亚历山大湾,ALJ
2768,Aggeneys Airport,阿格尼斯,AGZ
2769,Alldays Airport,Alldays,ADY
2771,Bisho Airport,比绍,BIY
2772,Bram Fischer International Airport,Bram Fischer,BFN
41152,Bultfontein Airport,Bultfontein,UTE
41263,Arathusa Safari Lodge Airport,Arathusa Safari Lodge,ASS
29908,Cradock Airport,克拉多克,CDO
2775,Cape Town International Airport,开普敦,CPT
2777,Mubatuba Airport,穆巴图巴,DUK
32185,Zulu Inyala Airport,祖鲁-因亚拉,PZL
2779,Ben Schoeman Airport,本·舍曼,ELS
27281,Empangeni Airport,恩潘格尼,EMG
29846,Ellisras Matimba Airport,埃里斯拉斯·马廷巴,ELL
2781,Ficksburg Sentraoes Airport,菲克斯堡森特拉奥斯,FCB
2782,Grand Central Airport,中央大,GCJ
2783,George Airport,乔治,GRJ
27283,Giyani Airport,吉亚尼,GIY
2784,Rand Airport,兰德,QRA
29948,Hluhluwe Airport,赫卢卢韦,HLW
2789,Harrismith Airport,哈里史密斯,HRS
2790,Hoedspruit Air Force Base Airport,霍克斯普鲁特空军基地,HDS
2793,P C Pelser Airport,佩尔瑟,KXE
2794,Kimberley Airport,金伯利,KIM
2795,Kruger Mpumalanga International Airport,克鲁格-普马兰加,MQP
30038,Komatipoort Airport,Komatipoort,KOF
2798,Johan Pienaar Airport,约翰·皮纳尔,KMH
2799,Kleinsee Airport,克莱恩塞,KLZ
2800,Lanseria International Airport,兰塞里亚,HLA
2801,Lime Acres Finsch Mine Airport,Lime Acres Finsch矿山,LMR
41262,Londolozi Airport,隆多洛齐,LDZ
300795,King Shaka International Airport,沙卡王,DUR
30093,Lusikisiki Airport,卢西基西基,LUJ
2804,Louis Trichardt Airport,路易斯·特里查德,LCD
2805,Langebaanweg Airport,Langebaanweg,SDB
2806,Ladysmith Airport,Ladysmith,LAY
2808,Malamala Airport,马拉马拉,AAM
2809,Margate Airport,马盖特,MGH
41285,Musina(Messina) Airport,穆西纳（墨西拿）,MEZ
2812,Mmabatho International Airport,姆巴巴托,MBD
2813,Riverside Airport,河滨,LLE
30164,Mossel Bay Airport,摩塞尔湾,MZY
2815,Mkuze Airport,姆库泽,MZQ
2816,Newcastle Airport,纽卡斯尔,NCS
41271,Ngala Airport,恩加拉,NGL
27289,Nelspruit Airport,内尔斯普鲁特,NLP
2818,Overberg Airport,奥弗伯格,OVG
2819,Oudtshoorn Airport,Oudtshoorn,OUH
31055,OR Tambo International Airport,坦博,JNB
27290,Port Alfred Airport,阿尔弗雷德港,AFD
2820,Chief Dawid Stuurman International Airport,达维德·斯图尔曼负责人,PLZ
2821,Plettenberg Bay Airport,普莱滕贝格湾,PBZ
2822,Hendrik Van Eck Airport,亨德里克·范埃克,PHW
2824,Port St Johns Airport,圣约翰港,JOH
30291,Prieska Airport,普里斯卡,PRK
2825,Pietermaritzburg Airport,彼得马里茨堡,PZB
2826,Pilanesberg International Airport,皮兰斯伯格,NTY
2827,Polokwane International Airport,波洛克瓦内,PTG
2828,Potchefstroom Airport,波切夫斯特罗姆,PCF
2830,Queenstown Airport,皇后镇,UTW
2831,Richards Bay Airport,理查兹湾,RCB
30329,Reivilo Airport,雷维洛,RVO
2833,Robertson Airport,罗伯逊,ROD
2834,Springbok Airport,斯普林博克,SBU
2835,Secunda Airport,塞昆达,ZEC
41210,Sabi Sabi Airport,萨比萨比,GSS
2839,Sishen Airport,四申,SIS
2841,Skukuza Airport,斯库库扎,SZK
30485,Thohoyandou Airport,Thohoyandou,THY
30482,Thaba Nchu Tar Airport,Thaba Nchu Tar,TCU
2845,Tzaneen Airport,Tzaneen,LTA
2846,Prince Mangosuthu Buthelezi Airport,Mangosuthu Buthelezi王子,ULD
2847,Pierre Van Ryneveld Airport,皮埃尔·范·雷内费尔德,UTN
2848,K. D. Matanzima Airport,K.D.马坦齐马,UTT
2849,Vryburg Airport,弗里堡,VRU
2850,Virginia Airport,弗吉尼亚,VIR
2852,Vredendal Airport,弗里登达尔,VRE
30542,Vryheid Airport,Vryheid,VYD
2854,Wonderboom Airport,Wonderboom,PRY
2856,Waterkloof Air Force Base,沃特克洛夫空军基地,WKF
2860,P G Matante Intl,P G Matante国际,FRW
29891,Ghanzi Airport,甘孜,GNZ
2861,Jwaneng Airport,Jwaneng,JWA
2862,Kasane Airport,卡萨内,BBK
31751,Khwai River Lodge Airport,Khwai River Lodge,KHW
313926,Lobatse Airport,洛巴特,LOQ
2863,Maun Airport,茂恩,MUB
30218,Orapa Airport,奥拉帕,ORP
32191,Palapye Airport,帕拉佩,QPH
2864,Sir Seretse Khama International Airport,塞雷茨·卡马爵士,GBE
2865,Sua Pan Airport,苏阿潘,SXN
2866,Selebi Phikwe Airport,Selebi Phikwe,PKW
31076,Savuti Airport,萨武提,SVT
30411,Shakawe Airport,沙卡韦,SWX
30077,Limpopo Valley Airport,林波波谷,TLD
30494,Tshabong Airport,Tshabong,TBY
2868,Maya-Maya Airport,玛雅玛雅,BZV
30921,Djambala Airport,Djanbala,DJM
31763,Kindamba Airport,金丹巴,KNJ
31798,Lague Airport,拉格,LCO
31971,Mouyondzi Airport,穆永兹,MUY
32300,Sibiti Airport,西比提,SIB
32036,Yokangassi Airport,约甘加西,NKY
30645,Zanaga Airport,扎纳加,ANJ
31959,Mossendjo Airport,莫森乔,MSX
30784,Boundji Airport,邦吉,BOE
323021,Oyo Ollombo Airport,Oyo Ollombo,OLL
31032,Ewo Airport,埃沃,EWO
31543,Gamboma Airport,甘博马,GMM
31680,Impfondo Airport,英普丰多,ION
31740,Kelle Airport,凯尔,KEE
31917,Makoua Airport,马库阿,MKJ
2869,Owando Airport,奥万多,FTX
32344,Souanke Airport,苏安克,SOE
30798,Betou Airport,Betou,BTB
2870,Ouesso Airport,乌埃索,OUE
31760,Makabana Airport,马卡巴纳,KMK
30920,Ngot Nzoungou Airport,恩佐古,DIS
2871,Antonio Agostinho-Neto International Airport,安东尼奥·阿戈斯蒂尼奥·内托,PNR
2872,Matsapha Airport,马特萨法,MTS
308033,King Mswati III International Airport,国王姆斯瓦蒂三世,SHO
300713,Fetlar Airstrip,胎儿气举,FEA
30850,Carnot Airport,卡诺,CRF
2873,Bangui M'Poko International Airport,班吉M'Poko,BGF
30703,Bangassou Airport,班加苏,BGU
31687,Birao Airport,比劳,IRO
30684,Bambari Airport,班巴里,BBY
32016,N'D茅l茅 Airport,N已茅我茅 ,NDL
30785,Bouar Airport,布瓦尔,BOP
30756,Bria Airport,布里亚,BIV
30794,Bossangoa Airport,博桑戈阿,BSN
2874,Berb茅rati Airport,柏柏尔茅拉蒂,BBT
32083,Ouadda Airport,瓦达,ODA
30626,Yalinga Airport,亚林加,AIG
31676,Zemio Airport,泽米奥,IMO
31916,M'Boki Airport,姆博基,MKI
30800,Batangafo Airport,巴丹加佛,BTG
31124,Gordil Airport,戈尔迪尔,GDI
30775,Bakouma Airport,巴库马,BMF
32084,Ouanda Djall茅 Airport,Ouanda Djall公司茅 ,ODJ
32204,Rafa茂 Airport,拉法茂 ,RFA
30686,Bouca Airport,布卡,BCF
30787,Bozoum Airport,博祖姆,BOZ
313672,Annob贸n Airport,安诺布贸n,NBN
2875,Bata Airport,巴塔,BSG
318497,President Obiang Nguema International Airport,奥比昂·恩圭马总统,GEM
2876,Malabo Airport,马拉博,SSG
2877,RAF Ascension Island,英国皇家空军阿森松岛,ASI
318444,Saint Helena Airport,圣赫勒拿,HLE
2878,Sir Seewoosagur Ramgoolam International Airport,Seewoosagur Ramgoolam爵士,MRU
2879,Sir Charles Gaetan Duval Airport,查尔斯·盖坦·杜瓦尔爵士,RRG
46177,Finschhafen Airport,芬什哈芬,FIN
506977,Korolevu Seaplane Base,科罗廖武海平面基地,KVU
2880,Diego Garcia Naval Support Facility,迪戈加西亚海军支援设施,NKW
31725,Kribi Airport,克里比,KBI
2881,Tiko Airport,提科,TKC
2882,Douala International Airport,杜阿拉,DLA
31921,Mamfe Airport,曼菲,MMF
302411,Bali Airport,巴厘岛,BLC
31757,Ka茅l茅 Airport,灵魂茅我茅 ,KLE
32133,Batouri Airport,巴图里,OUR
31561,Yagoua Airport,雅古瓦,GXX
2883,Salak Airport,萨拉克,MVR
2884,Foumban Nkounja Airport,Foumban Nkounja,FOM
2885,N'Gaound茅r茅 Airport,恩加翁德茅r茅 ,NGE
30797,Bertoua Airport,贝尔图瓦,BTA
2886,Garoua International Airport,加鲁瓦,GOU
30947,Dschang Airport,德昌,DSC
2887,Bafoussam Airport,巴富萨姆,BFX
2888,Bamenda Airport,巴门达,BPC
30978,Ebolowa Airport,埃博洛瓦,EBW
2889,Yaound茅 Airport,雅温得茅 ,YAO
2890,Yaound茅 Nsimalen International Airport,雅温得茅 Nsimalen,NSI
31922,Mbala Airport,姆巴拉,MMQ
29781,Chipata Airport,奇帕塔,CIP
316480,Jeki Airport,济州,JEK
2891,Kasompe Airport,Kasompe,CGJ
31756,Kalabo Airport,卡拉博,KLB
31762,Kaoma Airport,高雄,KMZ
30012,Kasama Airport,笠山,KAA
32746,Kasaba Bay Airport,卡萨巴湾,ZKB
2893,Harry Mwanga Nkumbula International Airport,哈里·姆万加·恩昆布拉,LVI
31869,Lukulu Airport,卢库卢,LXU
2894,Kenneth Kaunda International Airport,肯尼斯·卡翁达,LUN
30110,Mansa Airport,曼萨,MNS
2895,Mfuwe Airport,姆富韦,MFU
2896,Mongu Airport,蒙古,MNR
32742,Ngoma Airport,恩戈马,ZGM
2897,Simon Mwansa Kapwepwe International Airport,Simon Mwansa Kapwepwe,NLA
312366,Royal Zambezi Lodge Airstrip,皇家赞比西旅馆空中旅行,RYL
32405,Senanga Airport,塞南加,SXG
2898,Southdowns Airport,Southdowns,KIW
32304,Sesheke Airport,塞舍克,SJQ
30427,Solwesi Airport,索尔韦西,SLI
17467,Flat Airport,平坦的,FLT
30685,Zambezi Airport,赞比西,BBZ
32538,Ulithi Airport,乌里希,ULI
2901,Prince Said Ibrahim International Airport,赛义德·易卜拉欣王子,HAH
2902,Moh茅li Bandar Es Eslam Airport,莫尔茅黎班达埃斯拉姆,NWA
2903,Ouani Airport,乌阿尼,AJN
2904,Dzaoudzi Pamandzi International Airport,Dzaoudzi Pamandzi,DZA
2905,Roland Garros Airport,罗兰·加洛斯,RUN
2906,Pierrefonds Airport,Pierrefonds,ZSE
32671,Malaimbandy Airport,马兰班迪,WML
30656,Antsirabe Airport,安西拉贝,ATJ
32633,Antsalova Airport,安特萨洛瓦,WAQ
32604,Mahanoro Airport,马哈诺罗,VVB
2908,Ivato Airport,塔拿那利佛,TNR
31715,Ankavandra Airport,安卡万德拉,JVA
30774,Belo sur Tsiribihina Airport,齐里比希纳河畔贝洛,BMD
2909,Miandrivazo Airport,米安德里瓦佐,ZVA
31982,Maintirano Airport,Maintirano,MXT
31672,Atsinanana Airport,阿特西纳纳纳,ILK
32484,Morafenobe Airport,莫拉芬诺贝,TVA
2910,Sainte Marie Airport,圣玛丽,SMS
2911,Toamasina Ambalamanasy Airport,Toamasina Ambalamanasy,TMM
32678,Tambohorano Airport,坦波霍拉诺,WTA
2912,Morondava Airport,莫龙达瓦,MOQ
32682,Tsiroanomandidy Airport,齐罗纳曼迪,WTS
32566,Vatomandry Airport,瓦托曼德里,VAT
32630,Ambatondrazaka Airport,Ambatondrazaka,WAM
2913,Arrachart Airport,阿拉斯查特,DIE
332232,Ankaizina Airport,安凯齐纳,WBE
2914,Mananara Nord Airport,Mananara Nord,WMR
2915,Andapa Airport,安达巴,ZWA
2916,Ambilobe Airport,Ambilobe,AMB
32636,Avaratra Airport,阿瓦拉特拉,WBD
32673,Port Berg茅 Airport,伯格港茅 ,WPB
2917,Antsirabe Airport,安西拉贝,ANM
2918,Analalava Airport,阿纳拉拉瓦,HVA
2919,Amborovy Airport,安伯罗维,MJN
2920,Fascene Airport,Fascene,NOS
30951,Soalala Airport,索拉拉,DWB
35210,Mampikony Airport,曼皮科尼,WMP
2921,Besalampy Airport,贝萨兰比,BPY
2922,Maroantsetra Airport,Maroantsetra,WMN
2923,Sambava Airport,桑巴瓦,SVB
32481,Tsaratanana Airport,Tsaratanana,TTS
2924,Vohemar Airport,沃赫马尔,VOH
2925,Ambalabe Airport,安巴拉贝,WAI
32659,Mandritsara Airport,Mandritsara,WMA
2926,Ampampamena Airport,安潘帕门纳,IVA
32644,Antsoa Airport,安托阿,WBO
32670,Mandabe Airport,曼达贝,WMD
2927,T么lanaro Airport,T么拉纳罗,FTU
2928,Fianarantsoa Airport,菲亚纳兰索阿,WFI
2929,Farafangana Airport,法拉方加纳,RVA
31668,Ihosy Airport,伊霍西,IHO
31912,Manja Airport,曼贾,MJA
2930,Manakara Airport,马纳卡拉,WVK
32136,Bekily Airport,贝基利,OVA
2931,Mananjary Airport,马南贾里,MNJ
32431,Samangoky Airport,萨曼戈基,TDV
2932,Morombe Airport,莫伦贝,MXM
2933,Toliara Airport,托利亚拉,TLE
41919,Vangaindrano Airport,Vangaindrano,VND
30766,Betioky Airport,贝蒂奥基,BKU
30642,Ampanihy Airport,安帕尼希,AMP
32628,Ankazoabo Airport,安卡佐博,WAK
30674,Ambriz Airport,安布里兹,AZZ
2934,Mbanza Congo Airport,姆班扎刚果,SSY
2935,Benguela 17th of September Airport,本格拉九月十七日,BUG
318482,Lumbala Airport,蓝巴拉,GGC
2936,Cabinda Airport,卡宾达,CAB
30821,Cafunfo Airport,Cafunfo,CFF
32157,Chitato Airport,奇塔托,PGI
30813,Catumbela Airport,卡通布拉,CBT
30857,Cuito Cuanavale Airport,Cuito Cuanavale,CTI
30864,Camaxilo Airport,卡马西洛,CXM
30811,Cazombo Airport,卡佐博,CAV
336106,Funadhoo Airport,富纳杜,FND
2937,Dundo Airport,敦多,DUE
307150,Fane Airport,法恩,FNE
2938,Ngjiva Pereira Airport,恩吉瓦·佩雷拉,VPE
2939,Nova Lisboa Airport,新葡京,NOV
2940,Kuito Airport,Kuito,SVP
2941,Lobito Airport,洛比托,LLT
43321,Lucapa Airport,卢卡帕,LBZ
2942,Quatro de Fevereiro International Airport,费韦雷罗,LAD
2943,Luzamba Airport,卢赞巴,LZM
2944,Malanje Airport,马兰热,MEG
2945,Menongue Airport,梅农格,SPP
2946,Welwitschia Mirabilis International Airport,韦尔维茨基亚米拉比斯,MSZ
2947,Negage Airport,尼加治,GXG
2948,Porto Amboim Airport,Porto Amboim,PBN
2949,Saurimo Airport,索里莫,VHC
2950,Soyo Airport,索约,SZA
2951,Sumbe Airport,森贝,NDD
32498,Luau Airport,卢奥,UAL
2952,Lubango Airport,卢班戈,SDD
2953,Luena Airport,卢埃纳,LUO
2954,Uige Airport,威热,UGO
30820,Waco Kungo Airport,韦科昆戈,CEO
